 x, y, z,signal
1,3,2.74,88
1,3,2.73,88
1,3,2.22,89
1,3,2.19,89
1,3,2.09,89
1,3,1.86,89
1,3,1.74,89
1,3,1.7,88
1,3,1.59,88
1,3,1.09,88
1,3,0.91,87
1,3,0.64,88
1,3,0.54,88
1,3,0.44,88
1,3,0.4,87
1,3,0.33,87
1,3,0.24,87
1,3,0.12,87
1,3,0.09,87
1,3,0.2,86
1,3,0.42,86
1,3,0.47,86
1,3,1.48,87
1,3,1.67,87
1,3,1.91,86
1,3,2.11,86
1,3,2.4,86
1,3,2.75,86
1,3,2.99,86
1,3,3.16,86
1,3,3.36,87
1,3,3.39,87
1,3,3.57,86
1,3,3.62,87
1,3,3.88,87
1,3,3.96,87
1,3,4.09,87
1,3,4.16,87
1,3,4.21,87
1,3,4.33,87
1,3,4.7,88
1,3,4.8,88
1,3,4.92,88
1,3,5,88
1,3,5.1,88
1,3,5.19,89
1,3,5.54,89
1,3,5.91,89
1,3,6.2,90
1,3,6.34,90
1,3,7.25,91
1,3,7.39,92
1,3,7.59,92
1,3,7.88,92
1,3,8.44,92
1,3,8.46,92
1,3,8.51,92
1,3,8.68,92
1,3,8.76,93
1,3,9.32,93
1,3,9.48,93
1,3,9.57,95
1,3,9.86,95
1,3,10.35,96
1,3,10.46,96
1,3,10.59,96
1,3,11.13,97
1,3,11.26,97
1,3,11.32,99
1,3,11.61,99
1,3,11.78,100
1,3,11.85,100
1,3,12.09,101
1,3,12.3,101
1,3,12.46,101
1,3,12.5,102
1,3,12.72,102
1,3,12.91,103
1,3,13.23,104
1,3,13.28,104
1,3,13.36,104
1,3,13.9,105
1,3,14.13,107
1,3,14.17,107
1,3,15.04,108
1,3,14.88,118
1,3,14.83,118
1,3,14.7,118
1,3,14.69,118
1,3,14.47,117
1,3,14.25,117
1,3,14.02,117
1,3,13.93,117
1,3,13.77,116
1,3,13.73,116
1,3,13.6,114
1,3,13.33,113
1,3,13.15,113
1,3,12.86,112
1,3,12.18,112
1,3,11.98,112
1,3,11.93,109
1,3,11.74,107
1,3,11.69,107
1,3,11.62,106
1,3,11.14,105
1,3,10.99,105
1,3,10.62,104
1,3,10.56,104
1,3,10.52,103
1,3,10.38,103
1,3,10.1,103
1,3,9.96,102
1,3,9.85,102
1,3,9.71,102
1,3,9.68,102
1,3,9.42,101
1,3,9.09,101
1,3,9,101
1,3,8.88,101
1,3,8.68,100
1,3,8.39,100
1,3,8.3,100
1,3,8.14,100
1,3,8.07,100
1,3,7.91,100
1,3,7.83,100
1,3,7.32,99
1,3,6.89,97
1,3,6.66,96
1,3,6.28,96
1,3,6.2,96
1,3,6.1,96
1,3,6.01,95
1,3,5.57,95
1,3,5.51,95
1,3,4.96,94
1,3,4.54,94
1,3,4.22,93
1,3,3.69,92
1,3,3.41,92
1,3,3.31,92
1,3,3.22,92
1,3,3.09,92
1,3,2.91,92
1,3,2.77,92
1,3,2.11,91
1,3,1.87,90
1,3,1.68,90
1,3,0.99,90
1,3,0.83,90
1,3,0.79,90
1,3,0.65,89
1,3,0.55,89
1,3,0.3,89
1,3,0.19,89
1,3,0.12,89
1,3,0.05,89
1,3,0.04,89
1.99,3,0.13,88
1.99,3,0.32,88
1.99,3,0.44,88
1.99,3,0.75,88
1.99,3,1.15,88
1.99,3,1.22,88
1.99,3,1.5,88
1.99,3,1.53,88
1.99,3,1.78,88
1.99,3,1.83,88
1.99,3,1.92,88
1.99,3,2.26,88
1.99,3,2.35,88
1.99,3,2.38,88
1.99,3,2.43,88
1.99,3,2.74,88
1.99,3,2.9,88
1.99,3,2.92,88
1.99,3,3.12,88
1.99,3,3.29,88
1.99,3,3.34,88
1.99,3,3.69,88
1.99,3,3.97,88
1.99,3,4.6,89
1.99,3,4.72,89
1.99,3,4.88,89
1.99,3,5.11,89
1.99,3,5.21,89
1.99,3,5.32,89
1.99,3,5.38,89
1.99,3,5.47,89
1.99,3,5.62,89
1.99,3,5.74,89
1.99,3,5.87,89
1.99,3,6.26,90
1.99,3,6.51,90
1.99,3,7.08,91
1.99,3,7.27,91
1.99,3,7.65,92
1.99,3,7.73,92
1.99,3,7.78,92
1.99,3,8.13,93
1.99,3,8.43,93
1.99,3,8.54,93
1.99,3,8.68,93
1.99,3,8.81,93
1.99,3,9.1,93
1.99,3,9.14,94
1.99,3,9.5,94
1.99,3,9.56,94
1.99,3,9.93,95
1.99,3,10.29,95
1.99,3,11.02,97
1.99,3,11.18,98
1.99,3,11.48,98
1.99,3,11.59,99
1.99,3,12.13,100
1.99,3,12.26,100
1.99,3,12.4,102
1.99,3,12.56,102
1.99,3,12.68,103
1.99,3,12.83,103
1.99,3,13.18,104
1.99,3,13.54,104
1.99,3,13.64,104
1.99,3,13.75,105
1.99,3,13.88,105
1.99,3,14.26,106
1.99,3,14.28,106
1.99,3,14.39,106
1.99,3,14.76,108
1.99,3,14.8,108
1.99,3,15.04,112
1.99,3,14.48,119
1.99,3,14.33,119
1.99,3,14.23,119
1.99,3,14.16,119
1.99,3,14.06,118
1.99,3,13.84,118
1.99,3,13.5,117
1.99,3,13.42,117
1.99,3,13.07,114
1.99,3,12.94,114
1.99,3,12.19,112
1.99,3,11.85,108
1.99,3,11.62,107
1.99,3,11.36,106
1.99,3,11.25,106
1.99,3,10.63,105
1.99,3,10.6,104
1.99,3,10.5,104
1.99,3,10.02,103
1.99,3,9.98,103
1.99,3,9.92,103
1.99,3,9.73,102
1.99,3,9.56,102
1.99,3,9.31,101
1.99,3,9.07,101
1.99,3,8.81,101
1.99,3,8.76,100
1.99,3,8.52,100
1.99,3,8.15,100
1.99,3,7.88,99
1.99,3,7.82,99
1.99,3,7.49,98
1.99,3,7.26,98
1.99,3,7.2,98
1.99,3,7.11,97
1.99,3,6.97,97
1.99,3,6.82,96
1.99,3,6.57,96
1.99,3,6.53,96
1.99,3,6.28,96
1.99,3,5.99,95
1.99,3,5.71,95
1.99,3,5.43,94
1.99,3,5.28,94
1.99,3,5.15,94
1.99,3,4.95,94
1.99,3,4.53,94
1.99,3,4.48,94
1.99,3,4.18,94
1.99,3,4.06,94
1.99,3,3.81,93
1.99,3,3.54,92
1.99,3,3.25,92
1.99,3,2.93,91
1.99,3,2.81,91
1.99,3,2.72,90
1.99,3,2.62,90
1.99,3,2.56,90
1.99,3,2.35,90
1.99,3,2.25,90
1.99,3,1.86,90
1.99,3,1.61,90
1.99,3,1.34,89
1.99,3,1.26,89
1.99,3,1.05,89
1.99,3,0.62,88
1.99,3,0.45,88
1.99,3,0.35,88
1.99,3,0.26,88
1.99,3,0.06,88
1.99,3,0.05,88
3,3,0.22,88
3,3,0.34,88
3,3,0.52,88
3,3,0.55,88
3,3,0.66,88
3,3,0.8,88
3,3,0.81,88
3,3,0.95,88
3,3,1.34,88
3,3,1.42,88
3,3,1.53,88
3,3,2.03,88
3,3,2.48,88
3,3,2.58,88
3,3,2.87,88
3,3,2.93,88
3,3,3.06,88
3,3,3.42,88
3,3,3.49,88
3,3,3.51,88
3,3,3.57,88
3,3,4.02,88
3,3,4.34,88
3,3,4.48,88
3,3,4.53,89
3,3,4.59,89
3,3,5.09,89
3,3,5.33,89
3,3,5.36,89
3,3,5.74,89
3,3,5.8,89
3,3,5.88,89
3,3,6.38,90
3,3,6.44,90
3,3,6.51,90
3,3,6.53,90
3,3,6.63,90
3,3,6.68,90
3,3,6.78,90
3,3,7.32,91
3,3,7.41,91
3,3,7.64,92
3,3,7.82,92
3,3,7.98,92
3,3,8.06,92
3,3,8.15,92
3,3,8.23,92
3,3,8.32,92
3,3,8.36,92
3,3,8.46,92
3,3,8.86,92
3,3,8.92,92
3,3,9.04,93
3,3,9.17,93
3,3,9.31,93
3,3,9.45,93
3,3,9.63,93
3,3,9.69,93
3,3,9.72,94
3,3,9.81,94
3,3,9.84,94
3,3,10.01,94
3,3,10.04,94
3,3,10.1,94
3,3,10.19,95
3,3,10.65,95
3,3,10.79,95
3,3,10.86,96
3,3,11.15,96
3,3,11.27,96
3,3,11.54,97
3,3,11.71,97
3,3,11.99,98
3,3,12.1,98
3,3,12.13,100
3,3,12.14,100
3,3,12.19,100
3,3,12.33,100
3,3,12.4,100
3,3,12.51,100
3,3,12.74,101
3,3,13.17,104
3,3,13.35,104
3,3,13.44,104
3,3,13.5,105
3,3,13.92,105
3,3,14.02,107
3,3,14.11,107
3,3,14.15,107
3,3,14.45,108
3,3,14.96,120
3,3,14.9,120
3,3,14.89,120
3,3,14.84,120
3,3,14.71,120
3,3,14.6,120
3,3,14.48,120
3,3,14.4,120
3,3,13.97,120
3,3,13.7,120
3,3,13.35,120
3,3,13.26,120
3,3,13.15,116
3,3,13.1,116
3,3,13.04,116
3,3,12.6,112
3,3,12.43,112
3,3,12.34,112
3,3,12.21,112
3,3,12.02,111
3,3,11.96,109
3,3,11.8,109
3,3,11.68,109
3,3,11.29,107
3,3,11.16,107
3,3,11.11,106
3,3,11.06,106
3,3,10.65,105
3,3,10.43,105
3,3,10.31,105
3,3,9.96,103
3,3,9.8,103
3,3,9.76,103
3,3,9.69,103
3,3,9.52,103
3,3,9.36,103
3,3,9.23,102
3,3,9.09,102
3,3,8.94,102
3,3,8.85,100
3,3,8.73,100
3,3,8.69,99
3,3,8.38,99
3,3,8.33,99
3,3,8.01,98
3,3,7.87,96
3,3,7.82,96
3,3,7.71,96
3,3,7.65,96
3,3,7.34,96
3,3,7.21,96
3,3,7.07,95
3,3,6.8,95
3,3,6.74,95
3,3,6.64,95
3,3,6.51,95
3,3,6.22,95
3,3,5.94,94
3,3,5.79,94
3,3,5.69,94
3,3,5.59,94
3,3,5.45,94
3,3,5.21,93
3,3,4.96,93
3,3,4.4,93
3,3,4.28,92
3,3,4.17,92
3,3,4.09,92
3,3,4.06,91
3,3,3.78,91
3,3,3.63,91
3,3,3.53,91
3,3,3.35,90
3,3,3.09,90
3,3,2.96,90
3,3,2.9,90
3,3,2.45,89
3,3,2.27,89
3,3,2.17,89
3,3,1.78,89
3,3,1.75,89
3,3,1.49,89
3,3,1.35,89
3,3,1.32,89
3,3,0.95,89
3,3,0.25,88
4,3,0.31,87
4,3,0.53,87
4,3,0.77,88
4,3,0.83,88
4,3,0.93,88
4,3,1.08,88
4,3,1.5,88
4,3,1.75,88
4,3,1.93,87
4,3,2.07,87
4,3,2.26,88
4,3,2.41,88
4,3,2.78,87
4,3,2.85,87
4,3,3.06,87
4,3,3.16,87
4,3,3.4,87
4,3,3.7,87
4,3,3.75,87
4,3,3.81,88
4,3,3.93,88
4,3,4.17,88
4,3,4.3,88
4,3,4.4,88
4,3,4.74,88
4,3,4.86,88
4,3,5.22,88
4,3,5.46,89
4,3,5.53,89
4,3,5.62,89
4,3,5.76,89
4,3,5.97,89
4,3,6.07,90
4,3,6.42,90
4,3,6.53,90
4,3,6.72,90
4,3,6.73,90
4,3,6.79,90
4,3,6.9,91
4,3,6.96,91
4,3,7.01,91
4,3,7.1,91
4,3,7.15,91
4,3,7.34,91
4,3,7.39,91
4,3,7.56,91
4,3,7.86,92
4,3,8.01,92
4,3,8.44,92
4,3,8.83,92
4,3,8.88,92
4,3,9.06,92
4,3,9.14,92
4,3,9.28,92
4,3,9.36,92
4,3,9.42,92
4,3,9.48,92
4,3,9.67,92
4,3,9.85,92
4,3,10.07,93
4,3,10.23,93
4,3,10.32,94
4,3,10.62,94
4,3,10.72,95
4,3,11.05,96
4,3,11.09,96
4,3,11.4,96
4,3,11.5,96
4,3,11.65,97
4,3,11.75,97
4,3,11.79,97
4,3,11.88,97
4,3,11.92,97
4,3,11.94,97
4,3,12.06,99
4,3,12.18,99
4,3,12.39,99
4,3,12.58,100
4,3,12.84,100
4,3,12.96,100
4,3,13.03,100
4,3,13.23,102
4,3,13.27,102
4,3,13.35,103
4,3,13.56,103
4,3,13.81,103
4,3,14.19,103
4,3,14.22,103
4,3,14.33,104
4,3,14.55,105
4,3,14.56,105
4,3,14.67,107
4,3,14.7,107
4,3,14.85,111
4,3,14.98,121
4,3,14.81,121
4,3,14.38,121
4,3,14.32,121
4,3,13.91,121
4,3,13.79,121
4,3,13.48,121
4,3,13.46,121
4,3,13.32,121
4,3,12.77,114
4,3,12.69,114
4,3,12.52,112
4,3,12.23,112
4,3,12.14,111
4,3,11.77,110
4,3,11.68,110
4,3,11.4,107
4,3,11.27,106
4,3,10.51,105
4,3,10.44,105
4,3,10.21,104
4,3,10.11,104
4,3,10.08,103
4,3,9.78,103
4,3,9.64,102
4,3,9.52,102
4,3,9.4,102
4,3,9.37,102
4,3,9.26,101
4,3,9.05,101
4,3,8.69,100
4,3,8.4,99
4,3,8.39,99
4,3,8.32,98
4,3,8.19,98
4,3,7.99,98
4,3,7.78,98
4,3,7.52,97
4,3,7.36,97
4,3,7.15,96
4,3,7.07,96
4,3,6.5,95
4,3,6.41,95
4,3,6.36,94
4,3,6.26,94
4,3,6.08,94
4,3,6.01,94
4,3,5.84,93
4,3,5.7,93
4,3,5.52,93
4,3,5.47,93
4,3,5.39,93
4,3,5.37,93
4,3,5.31,93
4,3,5.23,93
4,3,5.22,93
4,3,5.19,93
4,3,5.11,93
4,3,4.94,93
4,3,4.58,93
4,3,4.55,93
4,3,4.26,92
4,3,3.98,92
4,3,3.91,91
4,3,3.85,91
4,3,3.75,91
4,3,3.69,91
4,3,3.41,91
4,3,2.75,91
4,3,2.62,90
4,3,2.59,90
4,3,2.47,90
4,3,2,89
4,3,1.96,89
4,3,1.65,88
4,3,1.24,89
4,3,1.08,89
4,3,0.99,88
4,3,0.52,88
4,3,0.05,88
5,3,0.22,88
5,3,0.57,88
5,3,0.65,88
5,3,0.77,88
5,3,1.22,88
5,3,1.43,88
5,3,1.89,88
5,3,1.91,88
5,3,2.25,88
5,3,2.81,88
5,3,2.89,88
5,3,2.95,88
5,3,4.01,88
5,3,4.04,88
5,3,4.66,88
5,3,4.79,88
5,3,5.01,88
5,3,5.23,88
5,3,5.4,88
5,3,5.53,88
5,3,5.73,89
5,3,5.84,89
5,3,5.98,89
5,3,6.43,89
5,3,6.69,89
5,3,6.76,89
5,3,7.01,90
5,3,7.13,91
5,3,7.36,91
5,3,7.49,91
5,3,7.67,92
5,3,7.87,92
5,3,7.93,92
5,3,8.17,91
5,3,8.42,91
5,3,8.64,91
5,3,8.92,92
5,3,8.98,92
5,3,9.06,92
5,3,9.15,92
5,3,9.4,93
5,3,9.51,93
5,3,9.57,93
5,3,9.71,93
5,3,9.77,93
5,3,9.92,94
5,3,10.23,94
5,3,10.77,95
5,3,10.84,95
5,3,10.92,96
5,3,11.02,96
5,3,11.17,96
5,3,11.21,96
5,3,11.43,96
5,3,11.49,96
5,3,11.63,96
5,3,12.63,100
5,3,12.91,102
5,3,13.16,102
5,3,13.44,103
5,3,13.72,103
5,3,14.07,105
5,3,14.13,105
5,3,14.27,106
5,3,14.36,106
5,3,14.67,107
5,3,14.91,107
5,3,15.01,111
5,3,14.82,122
5,3,14.75,122
5,3,14.7,122
5,3,14.48,122
5,3,14.45,122
5,3,14.34,122
5,3,14.19,122
5,3,14.1,122
5,3,14.06,122
5,3,13.91,122
5,3,13.85,122
5,3,13.82,122
5,3,13.68,120
5,3,13.44,117
5,3,13.42,117
5,3,13.15,115
5,3,12.8,113
5,3,12.48,111
5,3,12.31,109
5,3,12.02,108
5,3,11.82,107
5,3,11.77,107
5,3,11.53,105
5,3,11.27,104
5,3,11.2,104
5,3,11.05,104
5,3,10.99,103
5,3,10.88,103
5,3,10.52,103
5,3,10.47,103
5,3,10.15,103
5,3,10.05,102
5,3,9.9,102
5,3,9.65,102
5,3,9.52,102
5,3,9.43,101
5,3,9.19,100
5,3,8.76,99
5,3,8.34,99
5,3,8.27,98
5,3,8.23,98
5,3,7.94,97
5,3,7.72,97
5,3,7.41,97
5,3,7.2,96
5,3,6.96,96
5,3,6.8,95
5,3,6.76,95
5,3,6.68,95
5,3,6.61,94
5,3,6.43,94
5,3,6.21,94
5,3,5.7,93
5,3,5.61,93
5,3,5.57,93
5,3,5.36,93
5,3,4.79,92
5,3,4.7,92
5,3,4.32,92
5,3,4.18,91
5,3,3.85,91
5,3,3.79,91
5,3,3.63,91
5,3,3.5,90
5,3,3.36,90
5,3,3.14,90
5,3,2.95,90
5,3,2.54,90
5,3,2.51,90
5,3,2.5,90
5,3,2.44,89
5,3,2.32,89
5,3,2.3,89
5,3,2.2,89
5,3,2.11,89
5,3,1.95,89
5,3,1.27,88
5,3,1.12,88
5,3,1,88
5,3,0.92,88
5,3,0.86,88
5,3,0.79,88
5,3,0.56,88
5,3,0.43,88
5,3,0.15,88
5,3,0.04,88
5.99,3,0.51,88
5.99,3,1.3,88
5.99,3,2.15,88
5.99,3,2.33,88
5.99,3,2.57,88
5.99,3,2.86,88
5.99,3,3.29,88
5.99,3,3.74,88
5.99,3,3.84,88
5.99,3,3.92,88
5.99,3,3.98,88
5.99,3,4.07,88
5.99,3,4.13,88
5.99,3,4.26,88
5.99,3,4.34,88
5.99,3,4.39,88
5.99,3,4.59,88
5.99,3,5,88
5.99,3,5.51,88
5.99,3,5.69,89
5.99,3,5.72,89
5.99,3,5.86,89
5.99,3,6.08,89
5.99,3,6.48,89
5.99,3,7.24,90
5.99,3,7.33,91
5.99,3,7.36,91
5.99,3,7.66,91
5.99,3,7.69,91
5.99,3,7.72,91
5.99,3,8.06,91
5.99,3,8.08,91
5.99,3,8.71,92
5.99,3,8.85,92
5.99,3,9.19,93
5.99,3,9.4,93
5.99,3,9.52,93
5.99,3,9.63,94
5.99,3,9.92,94
5.99,3,10.02,94
5.99,3,10.19,94
5.99,3,10.25,94
5.99,3,10.45,94
5.99,3,10.6,95
5.99,3,10.65,95
5.99,3,10.8,95
5.99,3,11.03,96
5.99,3,11.11,96
5.99,3,11.14,97
5.99,3,11.19,97
5.99,3,11.55,97
5.99,3,11.8,98
5.99,3,12.18,99
5.99,3,12.3,99
5.99,3,12.32,99
5.99,3,12.48,99
5.99,3,12.94,101
5.99,3,13.09,101
5.99,3,13.6,103
5.99,3,14.26,104
5.99,3,15,109
5.99,3,14.95,122
5.99,3,14.93,122
5.99,3,14.75,122
5.99,3,14.68,122
5.99,3,14.44,123
5.99,3,14.23,123
5.99,3,14.18,123
5.99,3,14.05,123
5.99,3,13.75,123
5.99,3,13.66,123
5.99,3,13.41,118
5.99,3,13.32,118
5.99,3,13.15,115
5.99,3,13,114
5.99,3,12.84,114
5.99,3,12.8,112
5.99,3,12.31,111
5.99,3,12.23,109
5.99,3,12.18,109
5.99,3,12.07,108
5.99,3,11.96,108
5.99,3,11.77,107
5.99,3,11.15,106
5.99,3,11.14,106
5.99,3,10.98,105
5.99,3,10.79,105
5.99,3,10.47,105
5.99,3,10.09,104
5.99,3,9.75,104
5.99,3,9.52,104
5.99,3,9.46,103
5.99,3,9.27,103
5.99,3,8.65,102
5.99,3,8.23,101
5.99,3,8.02,100
5.99,3,7.77,100
5.99,3,7.64,100
5.99,3,7.41,100
5.99,3,7.01,100
5.99,3,6.94,99
5.99,3,6.71,98
5.99,3,6.68,97
5.99,3,6.44,96
5.99,3,6.26,96
5.99,3,6.23,95
5.99,3,6.09,94
5.99,3,6,94
5.99,3,5.91,94
5.99,3,5.9,94
5.99,3,5.59,93
5.99,3,5.48,93
5.99,3,4.87,92
5.99,3,4.49,92
5.99,3,4.38,91
5.99,3,4.24,91
5.99,3,4.17,90
5.99,3,4.01,90
5.99,3,3.89,90
5.99,3,3.57,90
5.99,3,3.43,90
5.99,3,3.36,90
5.99,3,2.86,89
5.99,3,2.74,89
5.99,3,2.63,89
5.99,3,2.35,88
5.99,3,2.19,89
5.99,3,2.13,89
5.99,3,2.05,88
5.99,3,1.91,88
5.99,3,1.61,89
5.99,3,1.41,89
5.99,3,1.23,88
5.99,3,1.14,88
5.99,3,1.11,88
5.99,3,1.03,88
5.99,3,0.99,88
5.99,3,0.69,88
5.99,3,0.57,88
5.99,3,0.07,88
5.99,3,0.04,88
7,3,0.25,88
7,3,0.5,88
7,3,0.55,88
7,3,0.65,88
7,3,0.73,88
7,3,1.33,88
7,3,1.54,88
7,3,1.75,88
7,3,1.91,88
7,3,2.13,88
7,3,2.57,88
7,3,2.96,88
7,3,3.01,88
7,3,3.13,88
7,3,3.22,88
7,3,3.28,88
7,3,3.51,88
7,3,3.67,88
7,3,3.78,88
7,3,4.14,88
7,3,4.31,88
7,3,4.59,88
7,3,4.64,88
7,3,4.68,88
7,3,4.95,88
7,3,5.3,88
7,3,5.53,88
7,3,5.66,89
7,3,5.76,89
7,3,5.8,89
7,3,6.12,89
7,3,6.32,89
7,3,6.45,89
7,3,6.56,89
7,3,6.8,90
7,3,6.91,90
7,3,7.04,90
7,3,7.1,90
7,3,7.34,90
7,3,7.89,90
7,3,8.12,91
7,3,8.19,91
7,3,8.77,91
7,3,8.94,92
7,3,9.06,92
7,3,9.27,92
7,3,9.48,92
7,3,9.61,92
7,3,9.79,93
7,3,10.03,93
7,3,10.37,93
7,3,10.88,94
7,3,11.23,96
7,3,11.32,96
7,3,11.48,98
7,3,11.97,98
7,3,12.25,100
7,3,12.42,101
7,3,12.5,101
7,3,12.56,102
7,3,12.73,102
7,3,12.96,102
7,3,13.07,102
7,3,13.42,104
7,3,13.6,104
7,3,13.94,105
7,3,14.64,108
7,3,15.02,112
7,3,15.04,116
7,3,14.88,122
7,3,14.8,122
7,3,14.75,122
7,3,14.7,122
7,3,14.5,122
7,3,14.41,122
7,3,14.37,122
7,3,14.19,122
7,3,14.01,122
7,3,13.87,122
7,3,13.73,122
7,3,13.62,122
7,3,13.52,121
7,3,13.44,121
7,3,13.22,121
7,3,13.03,118
7,3,12.86,116
7,3,12.81,116
7,3,12.77,116
7,3,12.4,113
7,3,12.15,111
7,3,11.94,109
7,3,11.86,109
7,3,11.71,107
7,3,11.52,107
7,3,11.48,106
7,3,11.31,106
7,3,10.97,105
7,3,10.42,104
7,3,10.04,103
7,3,9.97,103
7,3,9.56,103
7,3,9.33,103
7,3,9.17,103
7,3,9.1,102
7,3,8.94,101
7,3,8.89,101
7,3,8.83,101
7,3,8.21,101
7,3,7.81,101
7,3,7.75,101
7,3,7.6,100
7,3,7,99
7,3,6.5,98
7,3,6.41,98
7,3,6.27,97
7,3,6.14,97
7,3,6,97
7,3,5.88,97
7,3,5.82,97
7,3,5.66,97
7,3,4.96,96
7,3,4.57,95
7,3,4.46,95
7,3,4.23,94
7,3,4.04,94
7,3,3.77,93
7,3,3.55,93
7,3,3.23,92
7,3,3.16,91
7,3,2.84,91
7,3,2.46,91
7,3,2.43,89
7,3,2.15,89
7,3,2.12,89
7,3,1.91,89
7,3,1.75,89
7,3,1.7,89
7,3,1.56,89
7,3,1.46,89
7,3,1.34,89
7,3,1.13,89
7,3,1.12,89
7,3,0.7,88
7,3,0.63,88
7,3,0.53,88
7,3,0.49,88
7,3,0.3,88
7,3,0.06,88
7,3,0.04,88
8,3,0.15,88
8,3,0.28,88
8,3,0.37,88
8,3,0.46,88
8,3,0.73,88
8,3,0.81,88
8,3,0.88,88
8,3,1.32,88
8,3,1.39,88
8,3,1.5,87
8,3,1.86,88
8,3,1.96,88
8,3,2.17,88
8,3,2.24,88
8,3,2.31,88
8,3,2.35,88
8,3,2.51,88
8,3,3.15,88
8,3,3.45,88
8,3,3.48,88
8,3,3.5,88
8,3,3.59,88
8,3,3.73,88
8,3,3.96,88
8,3,4.41,88
8,3,4.55,88
8,3,4.68,88
8,3,4.79,88
8,3,5.01,88
8,3,5.05,88
8,3,5.37,88
8,3,5.46,88
8,3,5.61,89
8,3,6.28,89
8,3,6.4,89
8,3,6.64,89
8,3,6.7,90
8,3,7.16,90
8,3,7.24,90
8,3,7.47,91
8,3,7.72,91
8,3,7.85,91
8,3,8.14,91
8,3,8.97,93
8,3,9.1,93
8,3,9.11,93
8,3,9.28,93
8,3,9.47,93
8,3,9.75,93
8,3,10.22,94
8,3,10.4,95
8,3,10.46,95
8,3,10.99,95
8,3,11.22,96
8,3,11.36,98
8,3,11.4,98
8,3,11.47,98
8,3,11.78,98
8,3,11.9,98
8,3,11.92,98
8,3,12.4,98
8,3,12.48,98
8,3,12.56,100
8,3,12.65,100
8,3,12.78,100
8,3,12.88,101
8,3,13.18,101
8,3,13.31,103
8,3,13.54,103
8,3,13.96,104
8,3,13.98,104
8,3,14.08,104
8,3,14.57,105
8,3,14.94,107
8,3,15.02,110
8,3,14.78,121
8,3,14.48,121
8,3,14.23,121
8,3,14.19,121
8,3,14.09,121
8,3,14.02,121
8,3,13.82,121
8,3,13.61,121
8,3,13.44,119
8,3,13.23,117
8,3,13.19,117
8,3,13.15,117
8,3,13.08,116
8,3,12.88,115
8,3,12.64,114
8,3,11.9,113
8,3,11.78,109
8,3,11.69,109
8,3,11.47,108
8,3,11.21,108
8,3,11.16,106
8,3,10.8,106
8,3,10.71,104
8,3,10.69,104
8,3,10.55,103
8,3,10.44,103
8,3,10.33,102
8,3,10.15,102
8,3,10.06,102
8,3,10.01,102
8,3,9.96,101
8,3,9.79,101
8,3,9.75,101
8,3,9.46,100
8,3,9.12,100
8,3,8.64,100
8,3,8.44,100
8,3,8.31,100
8,3,7.3,99
8,3,7.17,99
8,3,7.14,99
8,3,7.03,99
8,3,6.74,99
8,3,6.65,99
8,3,6.58,99
8,3,6.53,98
8,3,6.45,98
8,3,6.4,98
8,3,6.35,98
8,3,6.13,98
8,3,5.78,97
8,3,5.48,97
8,3,5.37,97
8,3,5.3,97
8,3,5.2,97
8,3,5.15,97
8,3,5.01,96
8,3,4.88,96
8,3,4.84,95
8,3,4.66,95
8,3,4.61,95
8,3,4.42,94
8,3,4.17,94
8,3,3.8,93
8,3,3.64,93
8,3,3.46,93
8,3,3.45,92
8,3,3.3,92
8,3,3.13,91
8,3,2.94,91
8,3,2.79,90
8,3,2.64,90
8,3,2.35,89
8,3,2.09,89
8,3,1.67,89
8,3,1.53,89
8,3,1.46,89
8,3,1.38,88
8,3,1.3,88
8,3,0.55,88
8,3,0.46,88
8,3,0.43,88
8,3,0.34,88
8,3,0.04,88
9,3,0.35,88
9,3,0.58,88
9,3,0.68,88
9,3,0.77,88
9,3,0.9,87
9,3,1.23,88
9,3,1.36,88
9,3,1.8,88
9,3,1.88,88
9,3,2.06,88
9,3,2.11,88
9,3,2.33,88
9,3,2.55,88
9,3,2.66,88
9,3,2.73,88
9,3,2.82,88
9,3,2.84,88
9,3,2.89,88
9,3,2.91,88
9,3,3,88
9,3,3.66,88
9,3,3.91,88
9,3,3.98,88
9,3,4.11,88
9,3,4.24,88
9,3,4.32,88
9,3,4.36,88
9,3,4.53,88
9,3,4.66,88
9,3,4.7,88
9,3,4.8,88
9,3,4.91,88
9,3,4.97,88
9,3,5.06,88
9,3,5.69,89
9,3,5.73,89
9,3,5.89,89
9,3,5.93,89
9,3,6.01,89
9,3,6.16,89
9,3,6.8,91
9,3,7.16,90
9,3,7.29,91
9,3,7.32,91
9,3,7.64,91
9,3,7.76,91
9,3,7.84,92
9,3,8.28,92
9,3,8.84,92
9,3,8.94,92
9,3,9.04,92
9,3,9.11,92
9,3,9.27,93
9,3,9.38,93
9,3,9.56,93
9,3,9.61,93
9,3,9.69,94
9,3,9.72,94
9,3,10.07,94
9,3,10.27,94
9,3,11.02,95
9,3,11.06,95
9,3,11.1,95
9,3,11.3,96
9,3,11.46,96
9,3,11.6,96
9,3,11.75,99
9,3,12.04,99
9,3,12.28,99
9,3,12.34,101
9,3,13.04,102
9,3,13.17,102
9,3,13.25,102
9,3,13.51,102
9,3,13.53,102
9,3,13.75,102
9,3,13.95,104
9,3,14.27,106
9,3,14.36,106
9,3,14.74,106
9,3,15.04,107
9,3,14.9,118
9,3,14.63,118
9,3,14.59,118
9,3,14.15,117
9,3,14.02,117
9,3,13.97,117
9,3,13.47,114
